NFLID,Short_Name,Full_Name,Date_of_Birth,Height,Weight,College,Years_Pro,Jersey_Number
00-0032762,,Chris Jones,7/3/1994,78,310,Mississippi State,0,95
00-0028843,A.Hardy,Andre Hardy,3/18/1987,78,245,Cal State-Fullerton,1,80
00-0028842,H.Smith,Hayden Smith,4/10/1985,78,255,Metro State,2,
00-0028841,W.Johnson,Will Johnson,11/14/1988,74,240,West Virginia,5,46
00-0028840,,Nick Taylor,3/27/1988,70,165,Florida International,2,0
00-0028847,P.Schiller,Pat Schiller,11/12/1988,74,235,Northern Illinois,1,56
00-0028846,P.Thompson,Peyton Thompson,9/26/1990,70,180,San Jose State,4,25
00-0028845,J.Harris,Josh Harris,4/27/1989,73,224,Auburn,5,47
00-0032567,,Anthony Fabiano,7/13/1993,77,307,Harvard,0,65
00-0030709,K.Boone,Kadron Boone,9/13/1991,72,193,LSU,1,83
00-0030708,,Karim Barton,12/13/1991,75,313,Morgan State,1,73
00-0027153,J.Thomas,Jaimie Thomas,8/24/1986,76,330,Maryland,2,
00-0030701,,A.J. Pataiali'i,9/13/1990,75,319,Utah State,1,0
00-0030700,Z.Orr,Zach Orr,6/9/1992,72,225,North Texas,3,54
00-0030703,S.Seamster,Sammy Seamster,2/5/1991,72,205,Middle Tennessee State,2,44
00-0030705,J.Thompson,Juwan Thompson,5/13/1992,71,225,Duke,3,40
00-0030704,,Brett Van Sloten,11/2/1990,77,300,Iowa,0,61
00-0030707,,Blake Annen,5/28/1991,76,247,Cincinnati,2,86
00-0030706,,Josh Andrews,6/21/1991,74,311,Oregon State,2,68
00-0027156,T.Underwood,Tiquan Underwood,2/17/1987,73,185,Rutgers,6,11
00-0032569,,Will Lutz,7/7/1994,71,184,Georgia State,0,3
00-0028159,D.Scott,Da'Rel Scott,5/26/1988,71,210,Maryland,3,33
00-0028158,S.Chapas,Shaun Chapas,5/2/1988,74,241,Georgia,1,40
00-0022178,W.McGahee,Willis McGahee,10/21/1981,72,235,Miami (Fla.),11,26
00-0028151,B.Thompson,Brandyn Thompson,10/30/1989,70,185,Boise State,2,
00-0028150,Z.Clayton,Zach Clayton,1/1/1988,74,299,Auburn,2,
00-0028153,D.Reed,D'Aundre Reed,1/1/1988,76,260,Arizona,2,48
00-0028152,D.Newton,Derek Newton,11/16/1987,78,313,Arkansas State,6,72
00-0022171,K.Washington,Kelley Washington,8/21/1979,75,217,Tennessee,9,
00-0028154,M.Baker,Mikail Baker,6/19/1987,72,205,Baylor,2,
00-0022173,W.Joseph,William Joseph,9/3/1979,77,310,Miami (Fla.),8,
00-0028156,R.Taylor,Ryan Taylor,11/16/1987,75,254,North Carolina,5,82
00-0021149,A.Haynesworth,Albert Haynesworth,6/17/1981,78,350,Tennessee,10,
00-0021148,J.Shockey,Jeremy Shockey,8/18/1980,77,251,Miami (Fla.),10,
00-0021145,L.Jones,Levi Jones,8/24/1979,77,307,Arizona State,8,
00-0021144,J.Henderson,John Henderson,1/9/1979,79,335,Tennessee,10,
00-0021147,D.Stallworth,Donte' Stallworth,11/10/1980,72,200,Tennessee,11,
00-0021146,D.Freeney,Dwight Freeney,2/19/1980,73,268,Syracuse,15,54
00-0021141,J.Harrington,Joey Harrington,10/21/1978,76,210,Oregon,8,
00-0021140,J.Peppers,Julius Peppers,1/18/1980,79,287,North Carolina,15,56
00-0021143,R.Williams,Roy Williams,8/14/1980,72,222,Oklahoma,9,
00-0021142,M.Williams,Mike Williams,1/11/1980,79,337,Texas,7,
00-0030644,A.Davis,Akeem Davis,12/25/1989,73,200,Memphis,3,43
00-0030645,,Cam White,7/15/1990,74,251,Hillsdale,0,43
00-0030646,S.Campbell,Stephen Campbell,10/10/1990,73,245,West Virginia Wesleyan,0,45
00-0029793,B.Williams,Brandon Williams,10/12/1987,75,247,Oregon,4,86
00-0029794,D.Bates,Daren Bates,11/27/1990,71,225,Auburn,4,56
00-0029795,B.Cunningham,Benny Cunningham,7/7/1990,70,217,Middle Tennessee State,3,36
00-0029796,P.Lutzenkirchen,Philip Lutzenkirchen,6/1/1991,75,258,Auburn,,
00-0030643,J.Dombrowski,Jacob Dombrowski,3/18/1991,73,190,Harvard,0,4
00-0029799,L.McCray,Lerentee McCray,8/26/1990,74,246,Florida,4,55
00-0030648,A.Villanueva,Alejandro Villanueva,9/22/1988,81,320,Army,2,78
00-0030649,J.Harrison,Jonotthan Harrison,8/25/1991,76,300,Florida,3,72
00-0026033,M.Cox,Mike Cox,7/11/1985,72,252,Georgia Tech,5,
00-0019573,R.Smith,Robaire Smith,11/15/1977,77,310,Michigan State,11,
00-0026089,M.Leggett,Maurice Leggett,10/2/1986,71,188,Valdosta State,4,
00-0009323,J.Kleinsasser,Jimmy Kleinsasser,1/31/1977,75,272,North Dakota,13,
00-0026081,L.Leggett,Lance Leggett,2/11/1985,75,205,Miami (Fla.),1,
00-0026080,J.Lee,James Lee,8/17/1985,76,308,South Carolina State,5,
00-0026084,B.Schaefering,Brian Schaefering,8/20/1983,76,295,Lindenwood,5,
00-0027932,C.Carter,Chris Carter,6/14/1987,71,191,California-Davis,1,
00-0027421,B.McCann,Bryan McCann,9/29/1987,71,185,Southern Methodist,5,0
00-0027422,D.McCray,Danny McCray,3/10/1988,73,215,LSU,6,40
00-0027423,L.Miller,Lonyae Miller,4/29/1988,72,216,Fresno State,3,
00-0027424,M.Nichols,Matt Nichols,3/19/1987,74,222,Eastern Washington,1,
00-0032463,,Kyle Peko,7/25/1993,73,305,Oregon State,0,90
00-0032460,,Dwayne Norman,9/23/1993,73,230,Duke,0,46
00-0027427,M.Tepper,Mike Tepper,12/11/1985,78,354,California,3,
00-0027428,N.Tow-Arnett,Nick Tow-Arnett,9/7/1984,75,248,Minnesota,1,
00-0027429,V.Tucker,Verran Tucker,6/26/1988,73,204,California,2,
00-0027939,C.Newton,Cam Newton,5/11/1989,77,245,Auburn,6,1
00-0028445,R.Parker,Ron Parker,8/17/1987,72,206,Newberry,6,38
00-0032468,,Frank Shannon,10/31/1992,73,229,Oklahoma,0,47
00-0032469,,Lars Koht,8/16/1993,77,283,Florida International,0,69
00-0025682,L.Sendlein,Lyle Sendlein,3/16/1984,75,308,Texas,9,63
00-0025681,R.Schmitt,Ricky Schmitt,8/17/1985,75,217,Shepherd,5,
00-0028443,M.Morgan,Mike Morgan,1/16/1988,75,235,USC,6,57
00-0025689,M.Devito,Mike DeVito,6/10/1984,75,305,Maine,9,70
00-0028442,R.Lockette,Ricardo Lockette,5/21/1986,74,211,Fort Valley State,5,83
00-0026333,J.Johnson,Jaymar Johnson,7/10/1984,72,183,Jackson State,5,
00-0026331,P.Hubbard,Paul Hubbard,6/12/1985,74,218,Wisconsin,4,
00-0026330,A.Rubin,Ahtyba Rubin,7/25/1986,74,310,Iowa State,9,77
00-0026337,Bo Ruud,Bo Ruud,9/2/1984,75,234,Nebraska,2,
00-0026336,T.Santi,Tom Santi,11/22/1985,75,250,Virginia,3,
00-0026335,D.Thomas,Donald Thomas,9/25/1985,76,303,Connecticut,8,66
00-0026334,R.Mundy,Ryan Mundy,2/11/1985,73,209,West Virginia,7,21
00-0026339,R.Henderson,Robert Henderson,11/9/1983,75,278,Southern Mississippi,2,
00-0026338,A.Woodson,Andre Woodson,4/25/1984,76,230,Kentucky,2,
00-0031226,J.Watson,Jansen Watson,9/14/1990,69,177,Iowa State,1,0
00-0032729,,Ufomba Kamalu,11/2/1992,78,297,Miami (Fla.),0,94
00-0032728,,Tevin Jones,12/26/1992,74,225,Memphis,0,88
00-0032725,,Stephen Anderson,1/30/1993,74,230,California,0,89
00-0031221,,Charles Clay,5/15/1991,70,204,Hawaii,0,25
00-0032727,,Joel Heath,6/18/1993,78,293,Michigan State,0,93
00-0032726,,Ka'imi Fairbairn,1/29/1994,72,185,UCLA,0,7
00-0032721,,John Lunsford,11/14/1993,73,180,Liberty,0,3
00-0032720,,Darren Lake,12/28/1992,75,315,Alabama,0,62
00-0032723,,Norman Price,8/25/1994,76,311,Southern Mississippi,0,63
00-0023674,S.Mruczkowski,Scott Mruczkowski,4/5/1982,77,310,Bowling Green State,7,
00-0027684,E.Mitchell,Earl Mitchell,9/25/1987,75,310,Arizona,7,90
00-0027685,E.Sanders,Emmanuel Sanders,3/17/1987,71,180,Southern Methodist,7,10
00-0027686,C.Peters,Corey Peters,6/8/1988,75,305,Kentucky,7,98
00-0027687,J.Shipley,Jordan Shipley,12/23/1985,72,188,Texas,4,
00-0027680,M.Wright,Major Wright,7/1/1988,71,204,Florida,7,31
00-0027681,B.LaFell,Brandon LaFell,11/4/1986,75,210,LSU,7,11
00-0027682,D.Butler,Donald Butler,10/17/1988,73,242,Washington,7,56
00-0027683,J.Walton,J.D. Walton,3/24/1987,75,310,Baylor,6,66
00-0031222,,Colt Lyerla,11/13/1992,76,247,Oregon,0,46
00-0027688,C.McCoy,Colt McCoy,9/5/1986,73,215,Texas,7,16
00-0027689,D.Te'o-Nesheim,Daniel Te'o-Nesheim,6/12/1987,75,263,Washington,4,50
00-0031287,A.Murray,Aaron Murray,11/10/1990,73,207,Georgia,3,7
00-0031286,,Arthur Lynch,6/17/1990,77,252,Georgia,1,48
00-0031285,D.Freeman,Devonta Freeman,3/15/1992,68,206,Florida State,3,24
00-0031284,T.Swanson,Travis Swanson,1/30/1991,77,307,Arkansas,3,64
00-0031283,S.Crichton,Scott Crichton,10/30/1991,75,273,Oregon State,3,95
00-0031282,,Justin Britt,5/29/1991,78,315,Missouri,3,68
00-0031281,R.Hageman,Ra'Shede Hageman,8/8/1990,78,318,Minnesota,3,77
00-0031280,D.Carr,Derek Carr,3/28/1991,75,215,Fresno State,3,4
00-0031288,,AJ McCarron,9/13/1990,75,210,Alabama,2,5
00-0032095,,Brandon Cottom,12/21/1992,74,262,Purdue,2,42
00-0032094,,Tyrell Adams,4/11/1992,74,228,West Georgia,1,44
00-0005113,J.Feagles,Jeff Feagles,3/7/1966,73,215,Miami (Fla.),22,
00-0032098,D.Brown,Daniel Brown,5/26/1992,77,243,James Madison,2,83
00-0024793,J.Porter,Joe Porter,11/27/1985,70,205,Rutgers,4,
00-0024796,C.Dahl,Craig Dahl,6/17/1985,73,212,North Dakota State,9,43
00-0022177,B.Leftwich,Byron Leftwich,1/14/1980,77,250,Marshall,10,
00-0014071,A.Rossum,Allen Rossum,10/22/1975,68,178,Notre Dame,12,
00-0033150,,Montario Hunter,11/23/1991,73,190,Elizabeth City State,0,83
00-0028155,M.Hurt,Maurice Hurt,11/8/1987,75,329,Florida,4,79
00-0028157,M.Williams,Malcolm Williams,11/22/1987,71,205,Texas Christian,2,
00-0024245,J.Addai,Joseph Addai,5/3/1983,71,214,LSU,6,
00-0024244,N.Mangold,Nick Mangold,1/13/1984,76,307,Ohio State,11,74
00-0024247,M.Kiwanuka,Mathias Kiwanuka,3/8/1983,77,267,Boston College,9,94
00-0024246,K.Jennings,Kelly Jennings,11/30/1982,71,180,Miami (Fla.),6,
00-0024241,J.McCargo,John McCargo,8/19/1983,74,307,North Carolina State,7,
00-0024240,S.Holmes,Santonio Holmes,3/3/1984,71,192,Ohio State,9,14
00-0024243,M.Lewis,Marcedes Lewis,5/19/1984,78,275,UCLA,10,89
00-0024242,De.Williams,DeAngelo Williams,4/25/1983,69,207,Memphis,11,34
00-0033156,,Joey Bosa,7/11/1995,78,275,Ohio State,0,0
00-0024249,D.Jackson,D'Qwell Jackson,9/26/1983,72,242,Maryland,11,52
00-0024248,D.Ryans,DeMeco Ryans,7/28/1984,73,247,Alabama,10,59
00-0014619,J.Seau,Junior Seau,1/19/1969,75,250,USC,20,
00-0021960,J.Wilkerson,Jimmy Wilkerson,1/4/1981,74,270,Oklahoma,9,
00-0024300,B.Croyle,Brodie Croyle,2/6/1983,74,206,Alabama,6,
00-0024301,D.Thomas,David Thomas,7/5/1983,75,248,Texas,7,
00-0024302,D.Pittman,David Pittman,10/14/1983,71,185,Northwestern State-Louisiana,5,
00-0024303,Ja.Anderson,James Anderson,9/26/1983,74,235,Virginia Tech,10,42
00-0024304,R.Butler,Rashad Butler,2/10/1983,76,310,Miami (Fla.),8,0
00-0024305,M.Stovall,Maurice Stovall,2/21/1985,77,220,Notre Dame,7,
00-0024306,F.Rucker,Frostee Rucker,9/14/1983,75,280,USC,11,92
00-0024307,J.Hatcher,Jason Hatcher,7/13/1982,78,299,Grambling State,10,97
00-0024308,D.Byrd,Dominique Byrd,2/7/1984,75,255,USC,5,
00-0024309,F.Keiaho,Freddy Keiaho,12/18/1982,71,226,San Diego State,5,
00-0029791,R.Wingo,Ronnie Wingo,2/18/1991,75,231,Arkansas,2,0
00-0029792,P.Worrilow,Paul Worrilow,5/1/1990,72,230,Delaware,4,55
00-0030647,,Jordan Thompson,7/12/1989,76,257,Ohio U.,1,82
00-0001477,M.Booker,Marty Booker,7/31/1976,72,205,Louisiana-Monroe,11,
00-0030640,M.Ball,Marcus Ball,7/21/1987,73,215,Memphis,2,36
00-0030642,,Chad Rempel,5/23/1982,74,229,Saskatchewan (Canada),0,46
00-0031257,P.Richardson,Paul Richardson,4/13/1992,72,183,Colorado,3,10
00-0031358,D.Thigpen,Damien Thigpen,7/7/1991,68,180,UCLA,0,42
00-0028305,J.Sanders,Jock Sanders,6/14/1988,66,185,West Virginia,1,
00-0028306,D.Lewis,Detron Lewis,8/20/1989,72,208,Texas Tech,1,
00-0028307,D.Davis,Drew Davis,1/4/1989,73,205,Oregon,4,19
00-0028300,B.Bulcke,Brian Bulcke,4/27/1987,76,285,Stanford,1,
00-0028301,D.Beaumont,Doug Beaumont,12/11/1988,69,187,Louisville,1,
00-0028302,K.Belgrave,Kirk Belgrave,1/29/1987,73,205,Kent State,1,
00-0028303,L.Cox,Lucas Cox,11/24/1987,72,245,Georgia Tech,1,
00-0028308,,Raymond Webber,6/1/1989,74,237,Arkansas-Pine Bluff,2,16
00-0028309,C.Yount,Christian Yount,7/8/1988,73,250,UCLA,5,57
00-0020489,A.Carter,Andre Carter,5/12/1979,76,260,California,12,96
00-0020480,S.Rosenfels,Sage Rosenfels,3/6/1978,76,225,Iowa State,12,
00-0031702,,Alani Fua,1/1/1992,77,234,Brigham Young,2,59
00-0031700,,Cariel Brooks,4/24/1991,70,200,Adams State,2,35
00-0031701,,Rob Crisp,1/3/1991,79,300,North Carolina State,1,67
00-0031706,,Paul Lasike,6/18/1990,71,258,Brigham Young,1,47
00-0031707,,Gabe Martin,6/5/1992,74,236,Bowling Green State,1,50
00-0031704,,Edwin Jackson,12/19/1991,72,230,Georgia Southern,1,53
00-0022097,B.Lloyd,Brandon Lloyd,7/5/1981,72,200,Illinois,9,84
00-0022094,M.Holland,Montrae Holland,5/21/1980,74,340,Florida State,9,
00-0022092,C.Brown,Chris Brown,4/17/1981,75,235,Colorado,7,
00-0022093,J.Fargas,Justin Fargas,1/25/1980,73,220,USC,8,
00-0022090,S.Williams,Sam Williams,7/28/1980,77,260,Fresno State,9,
00-0026654,,Ryan McKee,11/4/1986,78,308,Southern Mississippi,1,66
00-0026655,R.Myers,Rob Myers,4/9/1986,76,239,Utah State,2,
00-0029309,D.Tyson,DeAngelo Tyson,4/12/1989,74,315,Georgia,4,94
00-0029308,G.Scruggs,Greg Scruggs,8/17/1990,75,310,Louisville,4,87
00-0026650,B.Davis,Britt Davis,4/23/1986,75,215,Northern Illinois,2,
00-0026651,K.Fitzhugh,Keith Fitzhugh,11/11/1986,71,205,Mississippi State,2,
00-0026652,M.Kroul,Matt Kroul,2/25/1986,75,300,Iowa,3,
00-0029303,B.Winn,Billy Winn,4/15/1989,76,300,Boise State,4,97
00-0029302,M.McCants,Matt McCants,8/18/1989,78,310,Alabama-Birmingham,4,73
00-0029300,T.Streeter,Tommy Streeter,10/7/1989,77,216,Miami (Fla.),1,6
00-0029307,G.McCoy,Greg McCoy,9/8/1988,69,187,Texas Christian,1,
00-0029306,J.Long,Jerome Long,4/9/1990,76,297,San Diego State,1,
00-0029305,D.Campbell,D.J. Campbell,7/24/1989,72,213,California,3,43
00-0029304,B.Nortman,Brad Nortman,9/12/1989,74,215,Wisconsin,4,8
00-0026438,M.Grant,Michael Grant,3/20/1986,71,182,Arkansas,2,
00-0026432,L.Ball,Lance Ball,6/19/1985,69,224,Maryland,5,
00-0021357,R.Cartwright,Rock Cartwright,12/3/1979,68,215,Kansas State,11,
00-0029169,,Chris Givens,1/28/1989,74,203,Miami (Ohio),3,0
00-0029168,,Brian Folkerts,1/30/1990,76,310,Washburn,3,67
00-0029167,A.Davis,A.J. Davis,7/6/1989,72,183,Jacksonville State,3,20
00-0029166,D.Snow,David Snow,11/9/1989,76,303,Texas,2,71
00-0029165,T.Jerod-Eddie,Tony Jerod-Eddie,3/29/1990,77,301,Texas A&M,3,63
00-0029164,,Mike Remmers,4/11/1989,77,310,Oregon State,4,74
00-0029163,D.Johnson,Delvin Johnson,8/21/1989,75,324,Marshall,1,
00-0029162,C.Wiggs,Carson Wiggs,2/20/1990,73,222,Purdue,1,0
00-0029161,L.Tuinei,Lavasier Tuinei,9/29/1990,76,220,Oregon,1,
00-0024495,A.Brooks,Ahmad Brooks,3/14/1984,75,259,Virginia,11,55
00-0023053,J.Butler,James Butler,9/7/1982,75,218,Georgia Tech,7,
00-0027749,Z.Mesko,Zoltan Mesko,3/6/1986,77,230,Michigan,4,3
00-0027748,H.Davis,Hall Davis,3/2/1987,76,270,Louisiana-Lafayette,3,72
00-0027218,J.Bell,Joique Bell,8/4/1986,71,231,Wayne State (Mich.),5,35
00-0027741,C.Sheffield,Cameron Sheffield,2/12/1988,74,257,Troy,3,
00-0027743,S.McManis,Sherrick McManis,12/19/1987,73,192,Northwestern,7,27
00-0027742,L.Hart,Larry Hart,7/16/1987,72,248,Central Arkansas,2,
00-0027745,C.Thomas,Cam Thomas,12/12/1986,76,335,North Carolina,6,93
00-0027744,N.Carroll,Nolan Carroll,1/18/1987,73,205,Maryland,7,22
00-0027747,R.Johnson,Robert Johnson,2/13/1987,74,206,Utah,3,
00-0027746,M.Petrus,Mitch Petrus,5/11/1987,75,315,Arkansas,3,
00-0020972,B.Cundiff,Billy Cundiff,3/30/1980,73,212,Drake,10,8
00-0020971,K.Campbell,Khary Campbell,4/4/1979,74,224,Bowling Green State,8,
00-0012871,M.Peterson,Mike Peterson,6/17/1976,73,226,Florida,14,
00-0026664,T.Masthay,Tim Masthay,3/16/1987,73,200,Kentucky,7,8
00-0026245,W.Franklin,Will Franklin,10/13/1985,72,210,Missouri,2,
00-0031492,,Jason Myers,5/12/1991,70,195,Marist,1,2
00-0031493,,Jarryd Hayne,2/15/1988,74,220,No College,0,38
00-0031491,,Brian Peters,10/31/1988,76,235,Northwestern (Ia),2,52
00-0023448,T.Davis,Thomas Davis,3/22/1983,73,235,Georgia,12,58
00-0023449,D.Johnson,Derrick Johnson,11/22/1982,75,242,Texas,12,56
00-0023446,S.Merriman,Shawne Merriman,5/25/1984,76,261,Maryland,8,
00-0023447,J.Brown,Jammal Brown,3/30/1981,78,317,Oklahoma,8,
00-0023444,C.Rogers,Carlos Rogers,7/2/1981,72,195,Auburn,10,27
00-0023445,D.Ware,DeMarcus Ware,7/31/1982,76,258,Troy,12,94
00-0023442,T.Williamson,Troy Williamson,4/30/1983,73,203,South Carolina,6,
00-0023443,A.Rolle,Antrel Rolle,12/16/1982,72,206,Miami (Fla.),11,26
00-0023440,C.Williams,Cadillac Williams,4/21/1982,71,218,Auburn,7,
00-0023441,A.Jones,Adam Jones,9/30/1983,70,180,West Virginia,10,24
00-0032283,,Kevin Monangai,3/4/1993,68,209,Villanova,1,39
00-0032287,,Ed Williams,3/14/1991,72,196,Fort Hays State,1,19
00-0032284,B.Bars,Brad Bars,4/24/1992,75,251,Penn State,2,66
00-0021512,Q.Mikell,Quintin Mikell,9/16/1980,70,205,Boise State,11,27
00-0028829,R.Adams,Royce Adams,5/3/1988,72,190,Purdue,2,40
00-0028798,R.Medlin,Richard Medlin,3/4/1987,71,200,Fayetteville State,2,
00-0028825,T.Pryor,Terrelle Pryor,6/20/1989,76,223,Ohio State,4,11
00-0028824,T.Wilson,Tracy Wilson,2/27/1989,74,203,Northern Illinois,2,
00-0028795,C.Reynolds,Chase Reynolds,10/22/1987,72,205,Montana,3,34
00-0028794,P.Davis,Phillip Davis,9/13/1988,70,173,Tulane,1,
00-0028821,H.Ayodele,Harold Ayodele,4/9/1987,73,329,Emporia State,1,
00-0028792,K.Cone,Kevin Cone,3/20/1988,75,216,Georgia Tech,4,0
00-0028823,M.McAdoo,Mike McAdoo,7/9/1990,79,255,North Carolina,1,66
00-0028822,C.King,Caleb King,1/10/1988,71,212,Georgia,1,
00-0026240,T.Branch,Tyvon Branch,12/11/1986,72,210,Connecticut,9,27
00-0030723,,James Franklin,7/23/1991,74,230,Missouri,0,14
00-0030722,J.Couplin,Jerome Couplin,8/31/1991,74,215,William & Mary,2,21
00-0030721,,Alex Bullard,3/20/1991,74,302,Tennessee,0,60
00-0030720,,Chad Abram,5/22/1991,72,229,Florida State,0,44
00-0030727,J.Maxwell,Jacob Maxwell,1/4/1991,76,240,Louisiana-Lafayette,1,0
00-0030725,,Cornelius Lucas,7/18/1991,81,328,Kansas State,3,77
00-0030724,J.Jackson,Justin Jackson,8/24/1991,73,230,Wake Forest,1,0
00-0030729,A.Peacock,Andrew Peacock,1/14/1991,70,190,Appalachian State,1,11
00-0030728,,D.J. Morrell,8/19/1991,78,325,Old Dominion,1,73
00-0028173,J.Wilson,Jimmy Wilson,7/30/1986,71,205,Montana,6,27
00-0028172,A.Gachkar,Andrew Gachkar,11/4/1988,74,240,Missouri,6,52
00-0028171,L.Guy,Lawrence Guy,3/17/1990,76,305,Arizona State,6,93
00-0028170,B.Batch,Baron Batch,12/21/1987,70,210,Texas Tech,3,
00-0028177,M.Person,Mike Person,6/17/1988,76,300,Montana State,6,68
00-0028176,D.Hardy,Daniel Hardy,9/7/1987,76,249,Idaho,1,
00-0028175,G.Lloyd,Greg Lloyd,2/10/1989,73,247,Connecticut,2,
00-0028174,S.Burton,Stephen Burton,12/11/1989,73,224,West Texas A&M,3,15
00-0028179,D.Ausberry,David Ausberry,9/25/1987,76,250,USC,5,89
00-0028178,S.Havili,Stanley Havili,11/14/1987,72,243,USC,3,39
00-0022158,D.Strickland,Donald Strickland,11/24/1980,70,185,Colorado,9,
00-0021166,J.Reed,Josh Reed,5/1/1980,70,210,LSU,9,
00-0021163,J.Gaffney,Jabar Gaffney,12/1/1980,74,200,Florida,11,
00-0021162,R.Thomas,Robert Thomas,7/17/1980,72,235,UCLA,8,
00-0021161,K.Simmons,Kendall Simmons,3/11/1979,75,315,Auburn,8,
00-0030629,,Jeremy Vujnovich,10/12/1990,77,300,Louisiana Coll.,1,60
00-0030626,P.Murray,Patrick Murray,6/22/1991,67,182,Fordham,3,2
00-0030622,F.Williams,Fred Williams,4/15/1988,72,190,St. Cloud State,1,83
00-0030621,,Michael Ola,4/19/1988,77,312,Hampton,3,78
00-0027420,T.Hudgins,Terrell Hudgins,2/24/1987,74,225,Elon,1,
00-0032467,,Christian French,8/18/1992,77,245,Oregon,0,0
00-0027930,T.Duhart,Tommie Duhart,12/30/1985,75,318,Valdosta State,1,
00-0027931,R.Perrilloux,Ryan Perrilloux,1/1/1987,75,204,Jacksonville State,2,
00-0027936,W.Lyons,Wes Lyons,9/12/1987,80,233,West Virginia,1,
00-0027935,R.Priest,Rafael Priest,3/11/1987,70,181,Texas Christian,1,
00-0025512,J.Bushrod,Jermon Bushrod,8/19/1984,77,320,Towson,10,74
00-0025513,D.Goldson,Dashon Goldson,9/18/1984,74,200,Washington,9,38
00-0025510,F.Bennett,Fred Bennett,12/31/1983,73,200,South Carolina,5,
00-0025511,M.Wrotto,Mansfield Wrotto,10/12/1984,75,326,Georgia Tech,5,
00-0025516,S.Chandler,Scott Chandler,7/23/1985,79,260,Iowa,8,88
00-0025517,J.Beekman,Josh Beekman,6/30/1983,74,310,Boston College,6,
00-0025514,K.Brown,Kareem Brown,1/30/1984,76,285,Miami (Fla.),4,
00-0025519,R.McBean,Ryan McBean,4/23/1984,77,305,Oklahoma State,6,98
00-0032789,,Devante Bond,7/3/1993,73,236,Oklahoma,0,59
00-0011754,R.Moss,Randy Moss,2/13/1977,76,210,Marshall,14,
00-0032448,,Stephen Weatherly,3/19/1994,77,265,Vanderbilt,0,64
00-0032449,,Lac Edwards,4/27/1992,76,209,Sam Houston State,0,4
00-0032918,,C.J. Ham,7/22/1993,71,235,Augustana (S.D.),0,30
00-0032919,,Shannon Edwards,6/12/1994,70,194,Fresno State,0,39
00-0032440,,Kelvin Taylor,9/28/1993,70,205,Florida,0,23
00-0032441,,Aaron Burbridge,12/23/1993,73,208,Michigan State,0,13
00-0032442,,Elandon Roberts,4/22/1994,72,235,Houston,0,52
00-0032443,,Joey Hunt,2/22/1994,74,299,Texas Christian,0,53
00-0032444,,Travis Feeney,11/18/1992,76,226,Washington,0,41
00-0032445,,Ted Karras,3/15/1993,76,305,Illinois,0,75
00-0032446,,Brandon Doughty,10/6/1991,75,217,Western Kentucky,0,6
00-0032447,,Devin Lucien,6/26/1993,74,200,Arizona State,0,16
00-0027914,A.Sendejo,Andrew Sendejo,9/9/1987,73,210,Rice,6,34
00-0027915,I.Trufant,Isaiah Trufant,12/9/1982,67,170,Eastern Washington,4,35
00-0027916,A.Fantuz,Andy Fantuz,12/18/1983,73,215,Western Ontario (Canada),1,
00-0027917,T.Clutts,Tyler Clutts,11/9/1984,74,250,Fresno State,5,44
00-0027911,W.Williams,Worrell Williams,3/6/1986,71,242,California,1,
00-0027912,D.Alexander,Danario Alexander,8/7/1988,77,217,Missouri,4,84
00-0027918,A.Hawkins,Andrew Hawkins,3/10/1986,67,180,Toledo,6,16
00-0027919,M.Restelli,Mark Restelli,3/4/1986,74,215,Cal Poly-Pomona,1,
00-0031939,,Matt Jones,3/7/1993,74,232,Florida,2,31
00-0031938,,Carl Davis,3/2/1992,77,327,Iowa,2,94
00-0031931,,Tony Washington,6/1/1992,76,247,Oregon,1,49
00-0031930,,Lynden Trail,3/19/1991,79,270,Norfolk State,1,48
00-0031933,,Leonard Williams,6/20/1994,77,302,USC,2,92
00-0031932,,Chandler Worthy,9/15/1993,69,173,Troy,1,16
00-0031935,,Preston Smith,11/17/1992,77,268,Mississippi State,2,94
00-0031934,,Devin Smith,3/3/1992,73,199,Ohio State,2,19
00-0031937,,Quinten Rollins,7/15/1992,71,195,Miami (Ohio),2,24
00-0031936,,Mitch Morse,4/21/1992,78,305,Missouri,2,61
00-0026355,J.Harper,Justin Harper,2/24/1985,75,226,Virginia Tech,4,
00-0026354,L.Grant,Larry Grant,2/16/1985,73,251,Ohio State,5,0
00-0026357,B.Swain,Brett Swain,6/21/1985,72,200,San Diego State,4,
00-0026356,L.Cohen,Landon Cohen,8/3/1986,73,300,Ohio U.,6,67
00-0026351,N.Garner,Nate Garner,1/18/1985,79,320,Arkansas,7,75
00-0026353,C.Washington,Chauncey Washington,4/29/1985,71,215,USC,4,
00-0026352,W.Fontenot,Wilrey Fontenot,10/14/1984,70,169,Arizona,2,
00-0026359,D.Bell,Demetress Bell,5/3/1984,77,311,Northwestern State-Louisiana,6,
00-0026358,C.Campbell,Caleb Campbell,6/19/1986,74,237,Army,4,
00-0032707,,Andy Jones,6/28/1994,73,222,Jacksonville,0,81
00-0032705,,Ed Eagan,6/19/1993,70,198,Northwestern State-Louisiana,0,85
00-0032704,,Arjen Colquhoun,10/13/1992,72,200,Michigan State,0,36
00-0032703,,Rodney Coe,5/18/1993,75,305,Akron,0,67
00-0032702,,Chris Brown,12/8/1993,74,195,Notre Dame,0,10
00-0032701,,Jake Brendel,9/10/1992,76,305,UCLA,0,60
